"","Reference","DM","ADF","NDF","ADL","CP","OM","P","Ca","Na","Fe","K","Mg","Cu","Mn","Zn","IVDMD","ME","NEm","NEg","NEl","Country","Feed_item"
"984","102170",91.97,12.74,45.13,3.09,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,10.38,NA,NA,NA,"Ethiopia","Wheat bran"
"985","102172",91.76,10.63,39.34,2.24,15.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.96,10.42,NA,NA,NA,"Ethiopia","Wheat bran"
"986","102174",91.84,12.3,42.58,2.76,14.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.7,10.35,NA,NA,NA,"Ethiopia","Wheat bran"
"987","102176",92.1,13.91,48.73,3.56,15.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.72,10.48,NA,NA,NA,"Ethiopia","Wheat bran"
"988","102178",91.98,12.5,44.3,3.07,15.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.23,10.42,NA,NA,NA,"Ethiopia","Wheat bran"
"989","102180",91.85,13.01,41.64,2.26,14.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.01,9.65,NA,NA,NA,"Ethiopia","Wheat bran"
"990","102182",91.83,10.94,41.88,2.16,15.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.66,10.41,NA,NA,NA,"Ethiopia","Wheat bran"
"991","102184",91.96,13.84,47.5,2.96,14.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.25,10.31,NA,NA,NA,"Ethiopia","Wheat bran"
"992","102186",91.89,11.65,43.17,2.87,15.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.51,10.49,NA,NA,NA,"Ethiopia","Wheat bran"
"993","102188",91.95,12.41,45.3,2.85,15.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.79,10.5,NA,NA,NA,"Ethiopia","Wheat bran"
"994","102190",91.95,12.92,44.57,2.89,15.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.5,10.28,NA,NA,NA,"Ethiopia","Wheat bran"
"995","102192",92.09,13.75,48.78,3.45,15.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.18,10.51,NA,NA,NA,"Ethiopia","Wheat bran"
"996","102194",92.14,14.27,46.72,3.71,16.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.86,10.25,NA,NA,NA,"Ethiopia","Wheat bran"
"997","102195",92.02,13.61,46.95,3.43,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.63,10.48,NA,NA,NA,"Ethiopia","Wheat bran"
"998","102196",91.77,10.25,40.09,2.52,15.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.71,10.53,NA,NA,NA,"Ethiopia","Wheat bran"
"999","102198",91.65,9.06,35.9,2.13,15.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.91,10.41,NA,NA,NA,"Ethiopia","Wheat bran"
"1000","101880",92.02,11.95,45.42,3.13,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.65,10.45,NA,NA,NA,"Ethiopia","Wheat bran"
"1001","101883",91.92,11.97,44.91,3.12,15.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.92,10.52,NA,NA,NA,"Ethiopia","Wheat bran"
"1002","101884",91.98,12.95,46.61,3.74,14.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.82,10.47,NA,NA,NA,"Ethiopia","Wheat bran"
"1003","101885",91.93,11.85,40.74,2.83,16.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.82,9.87,NA,NA,NA,"Ethiopia","Wheat bran"
"1004","101888",91.93,12.27,42.81,3.02,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.02,10.2,NA,NA,NA,"Ethiopia","Wheat bran"
"1005","101890",92.07,14.32,49.24,3.65,14.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.66,10.48,NA,NA,NA,"Ethiopia","Wheat bran"
"1006","101891",91.99,12.72,46.51,3.51,15.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.11,10.53,NA,NA,NA,"Ethiopia","Wheat bran"
"1007","101892",92.04,12.06,46.1,3.73,16.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.32,10.5,NA,NA,NA,"Ethiopia","Wheat bran"
"1008","101896",92.03,13.04,45.73,4.06,14.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.4,10.26,NA,NA,NA,"Ethiopia","Wheat bran"
"1009","101897",91.93,11.02,41.96,2.92,16.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.22,10.53,NA,NA,NA,"Ethiopia","Wheat bran"
"1010","101899",92,12.57,45.28,3.7,15.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.54,10.42,NA,NA,NA,"Ethiopia","Wheat bran"
"1011","101900",91.63,9.79,38.52,2.69,13.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.12,10.2,NA,NA,NA,"Ethiopia","Wheat bran"
"1012","101902",91.92,12.28,43.81,3.02,15.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.02,10.2,NA,NA,NA,"Ethiopia","Wheat bran"
"1013","101904",91.94,11.95,43.93,3.47,15.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.74,10.43,NA,NA,NA,"Ethiopia","Wheat bran"
"1014","101906",92.07,13.87,48.42,3.99,15.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.47,10.41,NA,NA,NA,"Ethiopia","Wheat bran"
"1015","101907",92.09,13.04,46.2,4.11,16.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.92,10.4,NA,NA,NA,"Ethiopia","Wheat bran"
"1016","101908",91.89,11.81,44.09,3.06,15.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.71,10.5,NA,NA,NA,"Ethiopia","Wheat bran"
"1017","101909",92.05,12.61,42.15,3.04,16.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.23,9.72,NA,NA,NA,"Ethiopia","Wheat bran"
"1018","101912",91.84,11.25,40.49,2.3,16.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.16,10.24,NA,NA,NA,"Ethiopia","Wheat bran"
"1019","101916",92.03,12.38,44.68,3.4,16.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.03,10.33,NA,NA,NA,"Ethiopia","Wheat bran"
"1020","101917",91.96,12.44,44.63,3.08,15.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.61,10.42,NA,NA,NA,"Ethiopia","Wheat bran"
"1021","101918",92.1,13.56,46.74,3.84,16.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.43,10.4,NA,NA,NA,"Ethiopia","Wheat bran"
"1022","101920",91.85,10.27,40.5,2.74,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,10.48,NA,NA,NA,"Ethiopia","Wheat bran"
"1023","96755",94.24,13.63,47.03,3.72,13.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.87,9.97,NA,NA,NA,"Ethiopia","Wheat bran"
"1024","96756",93.87,9.77,44.58,3.03,16.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.55,10.28,NA,NA,NA,"Ethiopia","Wheat bran"
"1025","96759",94.34,12.09,46.62,3.26,16.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.74,10.1,NA,NA,NA,"Ethiopia","Wheat bran"
"1026","96760",95.28,31.68,64.11,5.08,9.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.95,8.13,NA,NA,NA,"Ethiopia","Wheat bran"
"1027","96778",93.78,10.86,44.84,3.1,16.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.66,10.34,NA,NA,NA,"Ethiopia","Wheat bran"
"1028","96782",93.7,12.15,44.33,3.37,16.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.82,10.47,NA,NA,NA,"Ethiopia","Wheat bran"
"1029","96789",93.68,13.32,46.34,3.5,14.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.7,10.13,NA,NA,NA,"Ethiopia","Wheat bran"
"1030","96791",94.03,12.82,46.1,3.68,14.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.26,10.08,NA,NA,NA,"Ethiopia","Wheat bran"
"1031","96792",93.85,11.58,46.12,3.61,16.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.26,10.33,NA,NA,NA,"Ethiopia","Wheat bran"
"1032","96797",93.49,11.23,46.67,3.04,15.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.52,10.37,NA,NA,NA,"Ethiopia","Wheat bran"
"1033","91439",93.42,8.68,43.73,2.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.26,10.65,NA,NA,NA,"","Wheat bran"
"1034","88172",95.44,14.19,42.94,4.43,15.24,NA,NA,1.4,0.08,150.26,NA,3.39,5.73,118.03,72.46,79.66,11.65,NA,NA,NA,"Ethiopia","Wheat bran"
"1035","85284",94.11,8.61,47.55,0.25,17.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.25,11.44,NA,NA,NA,"Ethiopia","Wheat bran"
"1036","85304",94.28,7.6,41.58,1.27,16.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.66,12.31,NA,NA,NA,"Ethiopia","Wheat bran"
"1037","80832",88.73,33.85,70.41,3.52,13.11,99.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.62,5.95,NA,NA,NA,"","Wheat bran"
"1038","74268",89.22,17.5,52.04,4.58,14.12,94.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.44,9.22,NA,NA,NA,"Ethiopia","Wheat bran"
"1039","74180",88.96,15.03,44.16,4.13,15.87,94.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.48,9.66,NA,NA,NA,"Ethiopia","Wheat bran"
"1040","72668",93.97,6.89,44.46,1.18,19.4,99.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.76,11.2,NA,NA,NA,"Ethiopia","Wheat bran"
"1041","72669",93.99,6.52,43.43,1.21,19.52,99.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.21,11.27,NA,NA,NA,"Ethiopia","Wheat bran"
"1042","72430",93.86,6.69,42.91,1.24,18.17,99.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.35,11.32,NA,NA,NA,"Ethiopia","Wheat bran"
"1043","72433",94.36,6.13,41.81,1.15,17.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.69,11.35,NA,NA,NA,"Ethiopia","Wheat bran"
"1044","72434",94.1,6.09,43.33,0.86,17.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.84,11.23,NA,NA,NA,"Ethiopia","Wheat bran"
"1045","71244",86.33,10.91,44.65,2.07,12.99,96.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.5,11.93,NA,NA,NA,"Ethiopia","Wheat bran"
"1046","71421",90,NA,61.89,NA,14.78,95.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1047","72384",94.35,8.13,42.72,1,18.66,99.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.57,11.14,NA,NA,NA,"Ethiopia","Wheat bran"
"1048","72385",94.34,6.77,43.03,0.43,17.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.35,11.05,NA,NA,NA,"Ethiopia","Wheat bran"
"1049","72429",93.3,6.84,42.39,1.17,17.32,99.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.25,11.03,NA,NA,NA,"Ethiopia","Wheat bran"
"1050","68939",94.76,8.04,44.8,1.61,20.27,99.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.03,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1051","68951",94.3,8.64,45.68,1.66,20.36,98.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.93,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1052","68856",88.93,15.31,46.32,3.18,15.63,95.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.56,8.72,NA,NA,NA,"Ethiopia","Wheat bran"
"1053","68864",89.37,13.72,45.7,3.95,16.48,94.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.52,6.09,NA,NA,NA,"Ethiopia","Wheat bran"
"1054","68870",89.27,15.65,47,4.1,16.6,94.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.02,9.88,NA,NA,NA,"Ethiopia","Wheat bran"
"1055","66710",89.51,13.14,36.71,4,18.7,94.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.62,8.92,NA,NA,NA,"Niger","Wheat bran"
"1056","66731",89.37,14.43,42.53,3.59,16.95,94.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,9.71,NA,NA,NA,"Niger","Wheat bran"
"1057","66752",89.36,13.02,38.88,3.58,17.51,95.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.57,10.09,NA,NA,NA,"Nigeria","Wheat bran"
"1058","53615",93.43,7.54,44.91,0.54,16.21,97.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.46,12.01,8.03,5.36,7.66,"Ethiopia","Wheat bran"
"1059","53669",93.82,6.11,44.82,1.06,17.5,99.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.64,8.58,5.82,8.08,"Ethiopia","Wheat bran"
"1060","53608",93.81,5.92,42.96,0.71,19.03,99.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.78,12.43,8.41,5.65,7.95,"Ethiopia","Wheat bran"
"1061","53611",94.02,8.28,46.57,0.89,17.5,98.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.91,12.09,8.12,5.44,7.7,"Ethiopia","Wheat bran"
"1062","53112",97.23,49.92,55.27,8.25,4.4,85.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Wheat bran"
"1063","53124",96.95,48.77,57.41,8.72,6.41,87.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya","Wheat bran"
"1064","52967",92.34,8.34,41.58,0.87,17.73,98.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.59,8.54,5.77,8.08,"Kenya","Wheat bran"
"1065","52969",92.48,10.16,45.12,0.61,17.09,97.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.19,12.05,8.08,5.4,7.66,"Kenya","Wheat bran"
"1066","52974",92.76,14.46,50.21,1.52,16.74,94.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.05,11.3,7.45,4.85,7.15,"Kenya","Wheat bran"
"1067","52982",92.8,8.33,45.09,0.73,17.18,99.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.57,12.55,8.49,5.73,8.03,"Kenya","Wheat bran"
"1068","52987",92.97,10.22,47.38,0.54,16.35,97.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.62,12.05,8.08,5.4,7.66,"Kenya","Wheat bran"
"1069","52991",92.31,13.13,48.69,1.45,16.9,95.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.38,11.42,7.57,4.94,7.24,"Kenya","Wheat bran"
"1070","53004",92.81,11.46,48.25,0.92,17.41,97.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.15,12.01,8.03,5.36,7.66,"Kenya","Wheat bran"
"1071","52495",93.15,8.82,46.46,0.87,15.86,99.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.57,12.43,8.41,5.65,7.95,"Ethiopia","Wheat bran"
"1072","52496",93.28,7.95,45.5,0.66,16.78,98.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.61,12.3,8.28,5.56,7.87,"Ethiopia","Wheat bran"
"1073","52500",93.06,7.57,44.48,0.7,19.23,99.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.38,12.51,8.45,5.73,7.99,"Ethiopia","Wheat bran"
"1074","52513",92.9,8.43,45.92,0.51,17.24,99.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.17,12.47,8.41,5.69,7.95,"Ethiopia","Wheat bran"
"1075","52523",93.19,8.06,45.04,0.39,16.33,99.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.77,12.51,8.45,5.73,7.99,"Ethiopia","Wheat bran"
"1076","52532",93.2,8.2,44.31,0.62,17.81,99.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.49,12.51,8.45,5.73,7.99,"Ethiopia","Wheat bran"
"1077","52536",93.08,8.32,45.74,0.65,17.33,99.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.64,8.58,5.82,8.08,"Ethiopia","Wheat bran"
"1078","52543",94.97,55.49,81.09,5.87,1.05,91.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1079","52544",93.37,8.06,43.92,0.81,16.59,98.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.59,8.54,5.77,8.08,"Ethiopia","Wheat bran"
"1080","42760",89.51,9.88,41.28,2.38,13.13,95.67,10.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1081","40863",89.28,14.07,51.39,14.07,17.58,94.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1082","40889",90.45,14.55,58.05,4.04,17.02,93.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1083","37763",89.62,12.52,31.89,2.87,17.05,94.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1084","37204",94.53,11.45,39.12,2.67,14.65,95.02,10,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1085","37227",90.21,11.79,40.18,2.82,14.61,95.22,9.3,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1086","36040",93.53,12.39,43.83,3.14,23.08,94.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1087","36140",89.23,9.46,31.72,2.52,16.82,95.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1088","36173",86.64,NA,39.06,NA,15.76,95.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.95,12.51,8.45,5.73,7.99,"Ethiopia","Wheat bran"
"1089","35382",86.01,NA,NA,NA,14.18,95.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1090","34844",86.12,13.08,46.78,3.33,16.66,95.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1091","31755",90.44,10.55,37.99,1.82,15.21,95.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1092","30613",89.69,NA,NA,NA,13.73,92.18,0.8,1.9,79.39,3551,10.9,3.2,10.86,222.7,63.23,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1093","28391",90.07,11.71,44.97,2.37,14.91,95.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1094","27369",89.36,NA,47.81,NA,16.99,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.93,8.83,6.02,8.28,"Ethiopia","Wheat bran"
"1095","26991",90.04,14.42,53.21,14.42,20.79,93.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.03,11.3,7.45,4.85,7.15,"Ethiopia","Wheat bran"
"1096","26998",89.84,12.13,44.58,12.13,19.77,95.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,8.7,5.94,8.2,"Ethiopia","Wheat bran"
"1097","18389",89.79,12.36,44.07,2.98,19.55,94.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.51,10.59,6.82,4.31,6.65,"Ethiopia","Wheat bran"
"1098","17839",88.29,11.64,38.44,NA,17.06,95.64,10,1.1,47.83,NA,NA,NA,NA,NA,NA,73.08,11.38,7.53,4.9,7.2,"Ethiopia","Wheat bran"
"1099","15968",88.23,12.83,39.07,2.8,17.31,94.83,14.5,1.4,44.46,NA,13.8,4.2,NA,93.35,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1100","14668",87.25,NA,NA,NA,NA,95.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1101","14315",88.32,NA,NA,NA,16.65,95.13,0.9,NA,NA,NA,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Wheat bran"
"1102","14316",88.14,NA,NA,NA,17.01,95.05,0.5,NA,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Wheat bran"
"1103","14317",87.65,NA,NA,NA,15.9,94.91,0.5,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Wheat bran"
"1104","14318",85.73,NA,NA,NA,15.73,95.53,0.5,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Wheat bran"
"1105","8272",90.43,NA,NA,NA,NA,95.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1106","8273",90.9,NA,NA,NA,NA,95.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1107","8274",90.71,NA,NA,NA,NA,95.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1108","8275",91.21,NA,NA,NA,NA,95.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1109","7999",91.03,NA,NA,NA,14.74,94.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1110","7622",88.69,NA,42.22,NA,16.38,95.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1111","7627",88.52,NA,NA,NA,NA,96.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1112","6526",88.74,NA,NA,NA,15.34,94.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1113","6848",89.03,NA,NA,NA,16.31,94.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1114","6849",89.21,NA,NA,NA,16.25,94.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1115","6894",86.37,NA,NA,NA,15.8,95.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Wheat bran"
"1116","5377",89.76,NA,NA,NA,17.02,96.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1117","4541",93.52,NA,NA,NA,NA,95.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1118","4542",93.38,NA,NA,NA,NA,96.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1119","4543",93.68,NA,NA,NA,NA,96.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1120","4544",93.54,NA,NA,NA,NA,96.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1121","4545",93.5,NA,NA,NA,NA,96.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1122","5357",87.57,NA,NA,NA,17.19,95.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1123","5362",89.69,NA,NA,NA,17,96.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1124","5367",90.12,NA,NA,NA,17.42,95.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1125","5372",89.55,NA,NA,NA,17.18,96.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1126","3856",89.38,NA,NA,NA,16.37,95.76,7.5,NA,NA,NA,NA,NA,NA,NA,NA,67.9,10.67,6.9,4.35,6.69,"Ethiopia","Wheat bran"
"1127","3878",88.41,NA,NA,NA,16.21,95.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1128","4314",89.38,NA,NA,NA,17.8,95.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1129","148",89.93,NA,NA,NA,NA,96.73,7.2,0.9,NA,NA,NA,NA,10.81,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1130","100799",88.89,NA,47,NA,16.5,94.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1131","101047",90.21,NA,39.64,NA,17.44,94.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1132","101385",88.82,NA,49.53,NA,14.19,93.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1133","101403",89.16,NA,45.55,NA,16.5,93.34,5.8,1.5,NA,503.5,12.9,4.1,35.2,179.8,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1134","101406",87.57,NA,50.77,NA,16.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1135","101427",88.42,NA,50.75,NA,17.69,93.42,12,0.6,21.99,85.58,15.6,5.6,6.72,105.87,72.82,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1136","101428",89.14,15.1,48.64,3.93,17.31,94.48,11.6,1,41.57,125.46,11.7,4.5,10.61,89.59,60.27,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1137","101580",88.26,NA,36.95,NA,19.38,94.17,10.9,2.3,2032.86,224.22,14.4,5.7,15.3,130.86,84.98,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
"1138","101808",88.66,NA,43.42,NA,19.44,95.45,11,1.7,33.5,183.28,14.5,5.4,44.33,141.44,100.38,NA,NA,NA,NA,NA,"Ethiopia","Wheat bran"
