"","Reference","DM","ADF","NDF","ADL","CP","OM","P","Ca","Na","Fe","K","Mg","Cu","Mn","Zn","IVDMD","ME","NEm","NEg","NEl","Country","Feed_item"
"1630","108645",93.48,29.77,71.05,12.69,31.31,90.66,13.3,7.3,16.8,149.66,14.5,6,23.96,110.4,62.37,61.62,9.16,5.56,3.14,5.65,"Ethiopia","Noug cake"
"1631","108665",93.71,NA,25.48,NA,31.94,88.34,12.2,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1632","108677",93.25,NA,NA,NA,NA,89,18.1,8.3,200,4120,14.5,6,NA,147.45,64.13,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1633","108678",94.09,NA,NA,NA,NA,88.96,18.8,8.1,100,3676.48,14,5.8,NA,155.38,65.04,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1634","108807",93.98,28.76,72.36,11.81,31.25,88.14,13.4,7.4,41.39,4886.15,14,5.9,24.69,133.65,66.82,61.74,8.91,5.31,2.93,5.48,"Ethiopia","Noug cake"
"1635","108816",91.54,57.3,65.84,7.82,NA,92.47,2.1,8.8,26.11,153.38,23.2,2.3,7.32,144.42,18.79,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1636","108817",92.72,59.11,71.7,6.74,NA,93.36,1.9,8.3,25.02,162.86,24.7,1.9,4.85,116.05,20.17,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1637","108818",91.61,51.01,58.57,8.65,NA,91.13,2.2,7.4,35.69,347.56,28.1,2.3,7.31,150.2,22.7,51.12,7.78,4.27,1.97,4.69,"Ethiopia","Noug cake"
"1638","108819",90.86,57.98,63.72,8.39,NA,91.09,4.5,9.7,36.87,214.51,27.4,3.3,9.02,183.47,27.85,48.16,7.36,3.85,1.59,4.39,"Ethiopia","Noug cake"
"1639","108820",91.35,59.56,65.78,7.31,NA,92.1,2.1,9.1,33.39,184.02,27.1,2.2,8.1,131.91,24.41,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1640","108821",91.05,58.85,66.81,7.14,NA,92.23,2.3,8.6,25.48,140.58,25.9,2.1,4.06,112.58,18.89,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1641","108865",93.17,29.68,34.62,11.41,27.94,78.56,11.1,7,110.74,14920.06,12.8,5.6,33.69,438.78,66.64,64.16,8.12,4.56,2.26,4.9,"Ethiopia","Noug cake"
"1642","108866",93.16,28.88,35.02,11.61,30.56,82.21,13.2,8.1,84.05,9579.22,13.5,5.9,29.63,334.69,63.22,63.76,8.49,4.94,2.59,5.19,"Ethiopia","Noug cake"
"1643","109195",94.48,29.14,29.72,12.14,28.44,87.59,13.6,8.4,28.37,2922.84,15.6,6.8,27.62,137.17,63.08,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1644","109209",89.03,NA,NA,NA,26.81,92.86,10.5,6.3,2200,NA,12.2,5.1,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1645","109316",90.91,30.14,33.65,13.11,29.13,83.28,9.3,10.3,36.19,1364.57,11.8,4.7,25.5,288.71,70.74,63.38,8.58,5.02,2.64,5.23,"Ethiopia","Noug cake"
"1646","109317",90.81,30.51,36.27,13.06,28,81.83,9.1,10.5,63.37,4349.4,11.5,3.1,360.26,71.4,NA,63.37,8.41,4.85,2.51,5.1,"Ethiopia","Noug cake"
"1647","109318",90.27,28.75,34.16,12.39,29.31,83.08,9.6,10.9,40.48,1273.77,13.9,4.8,27.26,296.55,69.39,64.12,8.62,5.06,2.72,5.27,"Ethiopia","Noug cake"
"1648","109319",91.07,29.25,33.72,12.72,29.13,82.54,9.1,10.5,30.37,1539.52,13.4,4.6,32.01,320.92,68.12,63.99,8.54,4.98,2.64,5.23,"Ethiopia","Noug cake"
"1649","109347",91.99,NA,NA,NA,31,83.05,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1650","109348",91.88,NA,NA,NA,31.88,89.88,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1651","111011",94.95,25.49,32.4,13.33,31,88.91,10.4,10,65.93,NA,11.8,5.4,26.75,145.34,63.61,62.7,9.12,5.52,3.1,5.61,"Ethiopia","Noug cake"
"1652","111012",95.19,30.31,34.84,3.76,29.56,83.71,10.7,7.9,NA,2000,12,4.5,25.84,285.22,73.04,60.42,8.24,4.69,2.34,4.98,"Ethiopia","Noug cake"
"1653","111015",95.97,NA,44.07,NA,32.75,86.8,11.4,7.9,10.11,3279.57,15.3,5.9,24.07,177.03,73.04,58.76,8.37,4.81,2.47,5.06,"Ethiopia","Noug cake"
"1654","111033",91.74,NA,NA,NA,32.94,88.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1655","111318",91.8,26.32,29.04,10.03,22.94,89.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1656","111364",91.72,31.51,35.93,15.43,32.69,88.51,12.5,NA,NA,NA,NA,NA,NA,NA,NA,59.68,8.66,5.1,2.72,5.31,"Ethiopia","Noug cake"
"1657","111531",92.37,28.57,40.28,12.62,30.69,90.66,10.7,5.5,64.09,2250.7,11.5,5.3,28.9,98.9,59.9,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1658","111532",93.26,28.11,36.23,12.96,32.06,90.58,11,6.5,47.18,2010.3,12.4,6,29.6,110.4,67.9,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1659","111533",93.34,28.57,34.59,12.43,31.81,90.17,11.5,7.5,71.57,2190.6,13.8,6.3,29.5,118.4,67.6,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1660","111534",94.01,27.54,37.42,11.39,31.56,91.31,10.7,6.7,55.85,2024.9,12.7,5.9,29.9,111.7,66,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1661","111535",93.62,28.53,34.65,11.71,31.5,90.21,11.1,7.3,55.22,2245.5,13.8,6.3,30.8,143.7,69.7,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1662","111536",94.26,27.95,39.64,12.24,32.75,90.72,10.9,8.1,56.23,1959.7,12.3,5.9,30.1,159.9,73.6,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1663","111946",91.97,28.99,32.76,11.86,31.5,89.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.44,8.91,5.31,2.93,5.48,"Ethiopia","Noug cake"
"1664","112103",91.74,28.08,32.16,13.2,29.75,91.19,10,7.6,85.02,1645.5,12.4,5,19.62,96.36,56.4,64.25,9.58,5.94,3.51,5.94,"Ethiopia","Noug cake"
"1665","112104",91.3,29.49,35.51,12.89,31.63,91.07,12.3,8.4,109.97,1928.82,12.8,5.4,23.02,109.97,61.6,62.54,9.33,5.73,3.31,5.77,"Ethiopia","Noug cake"
"1666","112105",90.81,24.8,32.67,10.81,33.5,91.66,12,7.4,108.8,2039.4,12.4,5.6,23.13,102.19,61,64.97,9.75,6.11,3.64,6.07,"Ethiopia","Noug cake"
"1667","100241",92.64,NA,35.23,NA,31.56,90.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1668","100243",91.69,NA,34.49,NA,31.56,89.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1669","100244",91.88,NA,34.28,NA,31.75,90.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1670","100245",93.41,NA,42.84,NA,26.06,91.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1671","100246",92.55,NA,42.88,NA,28.69,89.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1672","100247",92.38,NA,32.21,NA,30.06,89.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1673","100782",91.33,NA,NA,NA,32.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1674","100783",91.17,NA,NA,NA,34.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1675","100798",90.93,NA,34.94,NA,30.38,88.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1676","100951",92.88,NA,29.79,NA,29.75,89.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1677","100954",93.07,NA,40.69,NA,26.06,93.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1678","100956",93.26,NA,29.13,NA,29.25,91.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1679","100959",93.22,NA,45.09,NA,23.75,93.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1680","100964",92.77,NA,30.74,NA,29.13,88.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1681","100969",92.14,NA,32.56,NA,28.69,89.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1682","100975",91.54,NA,31.46,NA,31.56,91.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1683","100998",91.5,NA,33.81,NA,30.56,91.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1684","101021",92.45,NA,36.44,NA,24.19,87.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1685","101024",92.64,NA,39.15,NA,26.63,87.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1686","101035",92.06,NA,37.65,NA,29.06,90.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1687","101037",91.75,NA,35.92,NA,26.44,88.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1688","101049",92.28,NA,30.01,NA,28.5,88.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1689","101266",92.98,27.02,34.79,11.6,32.31,91.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.64,9.41,5.82,3.39,5.82,"Ethiopia","Noug cake"
"1690","101297",92.73,26.24,33.01,11.19,32.75,84.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5,8.58,5.02,2.64,5.23,"Ethiopia","Noug cake"
"1691","101298",91.69,27.06,34.66,10.68,30.06,88.5,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1692","101386",92.01,NA,37.79,NA,28.81,89.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1693","101387",91.82,NA,37.09,NA,29.06,89.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1694","101401",93.41,NA,NA,NA,32.69,91.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.53,9.54,5.9,3.47,5.9,"Ethiopia","Noug cake"
"1695","101407",90.09,NA,38.37,NA,31.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Noug cake"
"1696","111667",92.95,24.14,15.82,9.67,28.29,93.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.12,9.27,NA,NA,NA,"Ethiopia","Linseed cake"
"1697","111681",93.15,23.6,16.37,9.3,27.68,92.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.88,8.87,NA,NA,NA,"Ethiopia","Linseed cake"
"1698","111683",93.62,19.9,26.78,10.12,26.92,85.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.15,8.19,NA,NA,NA,"Ethiopia","Linseed cake"
"1699","111686",93.26,22.55,14.55,8.16,32.03,92.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.91,9.05,NA,NA,NA,"Ethiopia","Linseed cake"
"1700","111687",93.56,30.5,34.7,13.68,32.32,88.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.01,7.48,NA,NA,NA,"Ethiopia","Linseed cake"
"1701","111693",93.85,17.45,10.71,5.55,40.04,91.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.5,8.84,NA,NA,NA,"Ethiopia","Linseed cake"
"1702","111697",92.74,22.19,20.13,8.99,30.41,93.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.03,9.5,NA,NA,NA,"Ethiopia","Linseed cake"
"1703","111701",93.14,22.3,17.88,8.39,30.2,92.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.74,9.09,NA,NA,NA,"Ethiopia","Linseed cake"
"1704","111705",93.22,24.03,17.35,9.53,26.99,91.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.35,8.66,NA,NA,NA,"Ethiopia","Linseed cake"
"1705","102253",93.13,20.96,18.34,8.92,31.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.21,9.6,NA,NA,NA,"Ethiopia","Linseed cake"
"1706","102203",92.7,24.4,24.76,10.58,26.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.89,9.12,NA,NA,NA,"Ethiopia","Linseed cake"
"1707","102204",92.86,24.22,23.86,10.05,28.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.43,9.28,NA,NA,NA,"Ethiopia","Linseed cake"
"1708","102205",92.79,24.13,22.91,10.6,27.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.49,9.06,NA,NA,NA,"Ethiopia","Linseed cake"
"1709","102206",93.58,14.7,14.45,4.65,39.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.53,9.82,NA,NA,NA,"Ethiopia","Linseed cake"
"1710","111297",93.45,24.67,29.26,9.59,29.32,86.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.14,7.95,NA,NA,NA,"Ethiopia","Linseed cake"
"1711","111298",92.29,24.83,24.87,9.77,29.06,91.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.45,8.55,NA,NA,NA,"Ethiopia","Linseed cake"
"1712","111299",93.16,23.2,26.34,7.7,35.31,92.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.55,8.46,NA,NA,NA,"Ethiopia","Linseed cake"
"1713","111300",93.33,20.56,28.21,7.34,31.29,92.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.44,8.72,NA,NA,NA,"Ethiopia","Linseed cake"
"1714","111301",93.31,22.31,26.9,6.76,37.38,94.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.65,8.73,NA,NA,NA,"Ethiopia","Linseed cake"
"1715","111302",93.52,24.97,26.73,10.02,29.37,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.96,7.68,NA,NA,NA,"Ethiopia","Linseed cake"
"1716","111303",93.09,18.46,25.16,6.44,34.22,92.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.28,8.93,NA,NA,NA,"Ethiopia","Linseed cake"
"1717","111304",92.92,23.04,26.68,9.28,27.89,91.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.51,8.64,NA,NA,NA,"Ethiopia","Linseed cake"
"1718","111305",92.83,23.41,26.16,9.68,28.83,92.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.12,8.59,NA,NA,NA,"Ethiopia","Linseed cake"
"1719","111306",92.56,25.07,25.49,10.15,28.09,91.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.9,8.43,NA,NA,NA,"Ethiopia","Linseed cake"
"1720","111307",92.45,23.95,26.47,10,27.18,92.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9,8.78,NA,NA,NA,"Ethiopia","Linseed cake"
"1721","111308",92.65,23.03,27.81,9.62,27.5,93.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.44,8.87,NA,NA,NA,"Ethiopia","Linseed cake"
"1722","111309",92.81,23.73,25.46,9.58,28.32,90.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.44,8.5,NA,NA,NA,"Ethiopia","Linseed cake"
"1723","111310",92.72,24.12,29.07,9.66,28.59,91.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.06,8.37,NA,NA,NA,"Ethiopia","Linseed cake"
"1724","111311",92.37,22.02,26.22,8.8,31.56,92.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.97,8.86,NA,NA,NA,"Ethiopia","Linseed cake"
"1725","111312",92.46,22.79,26.43,9.27,30.02,92.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.55,8.81,NA,NA,NA,"Ethiopia","Linseed cake"
"1726","111313",93.61,21.62,24.89,7.33,36.77,92.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.03,8.44,NA,NA,NA,"Ethiopia","Linseed cake"
"1727","111314",93.4,23.2,26.81,7.55,35.94,92.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.01,8.33,NA,NA,NA,"Ethiopia","Linseed cake"
"1728","111315",93.36,25.13,26.63,8.01,34.54,93.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.51,8.21,NA,NA,NA,"Ethiopia","Linseed cake"
"1729","111316",93.32,23.08,25.76,8.2,35.1,90.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.9,8.26,NA,NA,NA,"Ethiopia","Linseed cake"
"1730","111317",92.58,23.64,28.19,9.75,27.71,91.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.92,8.55,NA,NA,NA,"Ethiopia","Linseed cake"
"1731","111318",93.64,31.37,31.99,10.89,27.97,90.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.52,7.66,NA,NA,NA,"Ethiopia","Linseed cake"
"1732","111319",93.55,29.03,30.92,10.64,28.55,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.91,7.82,NA,NA,NA,"Ethiopia","Linseed cake"
"1733","111320",92.45,23.88,28.33,9.86,26.77,91.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.88,8.57,NA,NA,NA,"Ethiopia","Linseed cake"
"1734","111321",92.9,23.42,28.22,9.4,27.98,90.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,8.41,NA,NA,NA,"Ethiopia","Linseed cake"
"1735","111322",93.6,31.2,32.99,12.01,28.13,87.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.34,7.42,NA,NA,NA,"Ethiopia","Linseed cake"
"1736","111323",92.67,25.78,30.16,9.87,27.48,91.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.92,8.36,NA,NA,NA,"Ethiopia","Linseed cake"
"1737","111324",93.72,21.59,24.02,6,42.3,92.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.01,8.28,NA,NA,NA,"Ethiopia","Linseed cake"
"1738","111325",93.35,19.09,25.45,6.54,36.7,92.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.06,8.8,NA,NA,NA,"Ethiopia","Linseed cake"
"1739","111326",92.79,21.62,26.55,9.25,27.12,90.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.48,8.67,NA,NA,NA,"Ethiopia","Linseed cake"
"1740","111327",92.75,23.39,28.07,9.48,27.44,91.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.38,8.58,NA,NA,NA,"Ethiopia","Linseed cake"
"1741","111328",93.69,24.1,27.89,7.5,36.7,91.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.55,8.12,NA,NA,NA,"Ethiopia","Linseed cake"
"1742","111329",92.66,23.13,29.18,9.28,27.7,92.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.78,8.64,NA,NA,NA,"Ethiopia","Linseed cake"
"1743","111330",92.39,21.2,25.06,8.7,31.81,91.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.15,8.94,NA,NA,NA,"Ethiopia","Linseed cake"
"1744","111331",92.81,25.64,31.09,10.07,27.57,91.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.83,8.34,NA,NA,NA,"Ethiopia","Linseed cake"
"1745","111332",92.7,22.26,26.5,9.08,32.77,92.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.22,8.85,NA,NA,NA,"Ethiopia","Linseed cake"
"1746","111333",92.73,24.69,25.71,10.36,27.66,90.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.46,8.35,NA,NA,NA,"Ethiopia","Linseed cake"
"1747","111334",92.92,24.02,26.97,9.62,29.07,91.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.19,8.42,NA,NA,NA,"Ethiopia","Linseed cake"
"1748","111335",92.8,22.99,26.29,9.65,30.8,92.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.05,8.64,NA,NA,NA,"Ethiopia","Linseed cake"
"1749","111336",92.89,24.12,27.86,10.13,27.54,91.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.82,8.44,NA,NA,NA,"Ethiopia","Linseed cake"
"1750","111337",92.81,23.83,26.77,9.59,27.03,91.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.09,8.62,NA,NA,NA,"Ethiopia","Linseed cake"
"1751","111338",92.66,23.88,27.61,9.99,26.94,92.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.17,8.7,NA,NA,NA,"Ethiopia","Linseed cake"
"1752","111339",92.76,23.65,28.15,10.02,27.2,92.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.42,8.73,NA,NA,NA,"Ethiopia","Linseed cake"
"1753","111340",93.59,16.62,21.96,5.22,37.98,91.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.98,9,NA,NA,NA,"Ethiopia","Linseed cake"
"1754","111341",93.59,17.86,23.06,5.49,37.68,91.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.44,8.86,NA,NA,NA,"Ethiopia","Linseed cake"
"1755","111342",93.46,16.22,21.18,4.89,38.51,91.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.56,9.06,NA,NA,NA,"Ethiopia","Linseed cake"
"1756","111343",92.97,22.49,27.15,9.29,28.12,91.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.46,8.66,NA,NA,NA,"Ethiopia","Linseed cake"
"1757","111344",93.3,23.23,27.86,10.35,26.72,89.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.52,8.35,NA,NA,NA,"Ethiopia","Linseed cake"
"1758","111345",93.35,16.03,18.67,5.27,39.9,90.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.83,8.95,NA,NA,NA,"Ethiopia","Linseed cake"
"1759","111346",93.5,17.55,21.67,5.27,38.03,91.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.85,8.98,NA,NA,NA,"Ethiopia","Linseed cake"
"1760","111347",93.18,22.49,27.97,9.94,26.23,88.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.22,8.38,NA,NA,NA,"Ethiopia","Linseed cake"
"1761","111348",93.43,17.97,20.32,6.09,38.65,90.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.72,8.78,NA,NA,NA,"Ethiopia","Linseed cake"
"1762","111349",92.79,23.68,28.97,9.42,27.97,91.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.83,8.54,NA,NA,NA,"Ethiopia","Linseed cake"
"1763","96754",95.62,22.9,39.17,7.4,29.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.57,9,NA,NA,NA,"Ethiopia","Linseed cake"
"1764","96761",95.81,22.86,39.33,7.65,30.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.98,8.94,NA,NA,NA,"Ethiopia","Linseed cake"
"1765","96765",95.72,24.81,42.48,7.9,29.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.92,9.07,NA,NA,NA,"Ethiopia","Linseed cake"
"1766","96790",95.34,23.08,39.41,7.48,29.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.51,8.72,NA,NA,NA,"Ethiopia","Linseed cake"
"1767","96795",95.44,22.86,38.35,7.63,30.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.01,8.76,NA,NA,NA,"Ethiopia","Linseed cake"
"1768","96800",94.82,22.19,36.64,7.07,28.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.65,8.82,NA,NA,NA,"Ethiopia","Linseed cake"
"1769","53606",93.18,15.44,51.62,4.59,33.47,94.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.4,10.33,6.61,4.1,6.49,"Ethiopia","Linseed cake"
"1770","52504",93.38,17.21,51.6,5.17,38.77,89.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.41,9.37,5.73,3.31,5.77,"Ethiopia","Linseed cake"
"1771","38559",90.08,17.77,31.12,5.69,NA,90.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Linseed cake"
"1772","36236",93.19,14.54,15.94,14.54,30.6,90.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Linseed cake"
"1773","31756",91.63,14.99,24,4.47,29.77,89.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Linseed cake"
"1774","17833",89.93,19.77,37.78,NA,28.81,91.53,9,4.9,285.7,NA,NA,NA,NA,NA,NA,69.99,10.42,6.69,4.18,6.53,"Ethiopia","Linseed cake"
"1775","17834",89.59,19.5,24.27,NA,29.06,91.9,9.2,5.1,159.9,NA,NA,NA,NA,NA,NA,67.95,10.21,6.49,4.02,6.4,"Ethiopia","Linseed cake"
"1776","14325",91.58,NA,NA,NA,30.18,92.57,0.9,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Linseed cake"
"1777","14326",92.55,NA,NA,NA,29.84,88.45,0.5,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Linseed cake"
"1778","14327",93.14,NA,NA,NA,28.08,91.09,0.4,NA,NA,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Linseed cake"
"1779","100743",90.22,NA,34.11,NA,NA,89.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Linseed cake"
"1780","102141",91.14,NA,NA,NA,27.88,92.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Linseed cake"
"1781","102965",90.76,NA,12.52,NA,34.69,92.85,8.4,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Linseed cake"
